No,Tanggal,Periode,Dosen,Kode MK,Mata Kuliah,Responden,Memberikan kesempatan bertanya dan berdiskusi,Memberikan kesempatan kepada mahasiswa untuk perbaikan nilai,Bersikap terbuka dalam menerima kritik dari mahasiswa,Metode pembelajaran yang digunakan mendorong keaktifan mahasiswa,Dosen menegakkan etika akademik dalam proses pembelajaran,Membuat suasana di kelas menyenangkan,Dosen membalas chat dengan cepat,Penyampaian materi jelas dan mudah dipahami,Memberikan tugas praktik (proyek),Dosen berkomunikasi dengan jelas dan sopan,Tidak membosankan,Memfasilitasi kunjungan industri/praktik lapangan,Menggunakan LCD,Menguasai materi yang diajarkan,Memberikan penilaian secara objektif dan terbuka,Menjelaskan Rencana Pembelajaran Semester (RPS) di awal semester,Dosen berpakaian rapi dan sopan,Materi perkuliahan sesuai dengan RPS,Mengaitkan materi kuliah dengan fakta kehidupan sehari-hari,Menggunakan media pembelajaran beragam,Dosen hadir tepat waktu dan konsisten dengan jadwal perkuliahan,Dosen menjadi contoh teladan yang baik,Materi perkuliahan sesuai dengan kemampuan mahasiswa,Hal paling baik dari dosen ini adalah,Hal yang perlu diperbaiki dari dosen ini adalah,Nilai Akhir
27,18/5/2026, 11.56.43,zNlxTNtfgfJ1xeOpZf8o,Fajar Ramadhan, S.Pd., M.T,PD3205,Keselamatan dan Kesehatan Kerja (K3),R0027,"","","","","","","","","","","","","","","","","","","","","","","","","",5
28,18/5/2026, 12.07.07,zNlxTNtfgfJ1xeOpZf8o,Miftahul Hairia, S.Pd., M.Pd,PD3206,Aplikasi Komputer,R0028,"","","","","","","","","","","","","","","","","","","","","","","","","",4
29,22/5/2026, 04.22.31,zNlxTNtfgfJ1xeOpZf8o,Rahman Syam, S.Pd., M.Si,PD3207,Teknik Pengukuran,R0029,"","","","","","","","","","","","","","","","","","","","","","","","","",4.6
30,18/5/2026, 12.03.33,zNlxTNtfgfJ1xeOpZf8o,Rahman Syam, S.Pd., M.Si,PD3207,Teknik Pengukuran,R0030,"","","","","","","","","","","","","","","","","","","","","","","","","",5
31,16/7/2026, 16.03.01,zYynCm1cPesNcioablpt,Fajar Ramadhan, S.Pd., M.T,PD3210,Data dan Sistem Informasi,R0031,"4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","Terbaikk, selalu ramahh kepada mahasiswa","Tdk adaa",4.043478260869565
32,18/5/2026, 11.59.30,zNlxTNtfgfJ1xeOpZf8o,Muslim Andi Yusuf, S.H., M.H,WUD2206,Pendidikan Kewarganegaraan,R0032,"","","","","","","","","","","","","","","","","","","","","","","","","",3.3333333333333335
33,18/5/2026, 12.04.47,zNlxTNtfgfJ1xeOpZf8o,Muslim Andi Yusuf, S.H., M.H,WUD2206,Pendidikan Kewarganegaraan,R0033,"","","","","","","","","","","","","","","","","","","","","","","","","",3.7333333333333334
34,18/5/2026, 12.04.57,zNlxTNtfgfJ1xeOpZf8o,Miftahul Hairia, S.Pd., M.Pd,PD3209,Menggambar Teknik,R0034,"","","","","","","","","","","","","","","","","","","","","","","","","",3
35,18/5/2026, 12.04.50,zNlxTNtfgfJ1xeOpZf8o,Miftahul Hairia, S.Pd., M.Pd,PD3206,Aplikasi Komputer,R0035,"","","","","","","","","","","","","","","","","","","","","","","","","",5
36,18/5/2026, 12.10.59,zNlxTNtfgfJ1xeOpZf8o,Muslim Andi Yusuf, S.H., M.H,WUD2206,Pendidikan Kewarganegaraan,R0036,"","","","","","","","","","","","","","","","","","","","","","","","","",3
37,14/7/2026, 16.56.56,zYynCm1cPesNcioablpt,Miftahul Hairia, S.Pd., M.Pd,PD3205,Keselamatan dan Kesehatan Kerja (K3),R0037,"4","4","4","4","4","4","4","4","4","4","4","4","4","3","4","4","4","4","4","4","4","4","4","ramaj","tidak ada",3.9565217391304346
38,18/5/2026, 12.00.22,zNlxTNtfgfJ1xeOpZf8o,Rahman Syam, S.Pd., M.Si,PD3207,Teknik Pengukuran,R0038,"","","","","","","","","","","","","","","","","","","","","","","","","",4.933333333333334
39,18/5/2026, 12.03.39,zNlxTNtfgfJ1xeOpZf8o,Miftahul Hairia, S.Pd., M.Pd,PD3209,Menggambar Teknik,R0039,"","","","","","","","","","","","","","","","","","","","","","","","","",5
40,18/5/2026, 11.57.26,zNlxTNtfgfJ1xeOpZf8o,Miftahul Hairia, S.Pd., M.Pd,PD3206,Aplikasi Komputer,R0040,"","","","","","","","","","","","","","","","","","","","","","","","","",2.066666666666667
41,16/5/2026, 12.03.06,zNlxTNtfgfJ1xeOpZf8o,Fajar Ramadhan, S.Pd., M.T,PD3205,Keselamatan dan Kesehatan Kerja (K3),R0041,"","","","","","","","","","","","","","","","","","","","","","","","","",4.466666666666667
42,16/7/2026, 10.36.19,zYynCm1cPesNcioablpt,Gunawan Tari, S.T., M.T,PD3206,Aplikasi Komputer,R0042,"3","4","4","2","2","3","4","2","2","4","3","2","3","3","3","2","5","3","3","2","1","2","2","ramah dan sopan, baik","tepat waktu datang sesusai jadwal yang ditentukan!",2.782608695652174
43,16/5/2026, 12.05.38,zNlxTNtfgfJ1xeOpZf8o,Miftahul Hairia, S.Pd., M.Pd,PD3206,Aplikasi Komputer,R0043,"","","","","","","","","","","","","","","","","","","","","","","","","",4.2
44,18/5/2026, 11.58.14,zNlxTNtfgfJ1xeOpZf8o,Ariani Amri, S.Pd., M.Pd.,PD3208,Peralatan Teknik,R0044,"","","","","","","","","","","","","","","","","","","","","","","","","",4.666666666666667
45,16/7/2026, 08.59.07,zYynCm1cPesNcioablpt,Gunawan Tari, S.T., M.T,PD3206,Aplikasi Komputer,R0045,"3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","Cukup baik","Tolong lebih rajin datang ke kampus untuk mengajar🙏",3
46,18/5/2026, 12.04.01,zNlxTNtfgfJ1xeOpZf8o,Fajar Ramadhan, S.Pd., M.T,PD3205,Keselamatan dan Kesehatan Kerja (K3),R0046,"","","","","","","","","","","","","","","","","","","","","","","","","",5
47,18/5/2026, 11.55.05,zNlxTNtfgfJ1xeOpZf8o,Muslim Andi Yusuf, S.H., M.H,WUD2206,Pendidikan Kewarganegaraan,R0047,"","","","","","","","","","","","","","","","","","","","","","","","","",4.2
48,14/7/2026, 17.03.11,zYynCm1cPesNcioablpt,Muslim Andi Yusuf, S.H., M.H,WUD2206,Pendidikan Kewarganegaraan,R0048,"4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","ramah","tidak ada",4
49,16/5/2026, 11.36.16,zNlxTNtfgfJ1xeOpZf8o,Fajar Ramadhan, S.Pd., M.T,PD3210,Data dan Sistem Informasi,R0049,"","","","","","","","","","","","","","","","","","","","","","","","","",4.666666666666667
50,19/7/2026, 20.16.00,zYynCm1cPesNcioablpt,Miftahul Hairia, S.Pd., M.Pd,PD3209,Menggambar Teknik,R0050,"4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","Baik, ramah, sopan","Tidak ada",4
51,19/7/2026, 20.27.24,zYynCm1cPesNcioablpt,Fajar Ramadhan, S.Pd., M.T,PD3210,Data dan Sistem Informasi,R0051,"5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Penjelasan yang baik dan dapat dj mengerti mahasiswa dan ramah, selalu memberikan teori yang baik dan tidak pernah marah","cukup di pertahankan hal yang baik di atas atau jika bisa di kembangkan lagi agar mahasiswa lebih senang",5
52,16/7/2026, 16.00.43,zYynCm1cPesNcioablpt,Miftahul Hairia, S.Pd., M.Pd,PD3205,Keselamatan dan Kesehatan Kerja (K3),R0052,"3","3","3","3","4","3","4","3","4","4","3","3","4","3","4","3","4","3","4","3","4","3","4","Baik dan ramah senyum","Tdk adaa",3.4347826086956523
53,18/5/2026, 12.00.26,zNlxTNtfgfJ1xeOpZf8o,Fajar Ramadhan, S.Pd., M.T,PD3210,Data dan Sistem Informasi,R0053,"","","","","","","","","","","","","","","","","","","","","","","","","",4.2
54,19/7/2026, 20.15.10,zYynCm1cPesNcioablpt,Gunawan Tari, S.T., M.T,PD3206,Aplikasi Komputer,R0054,"3","3","3","3","3","4","3","2","4","3","4","3","4","3","3","3","3","3","3","3","3","3","3","Ramah sopan","Tdk tepat waktu",3.130434782608696
55,18/5/2026, 12.01.17,zNlxTNtfgfJ1xeOpZf8o,Miftahul Hairia, S.Pd., M.Pd,PD3209,Menggambar Teknik,R0055,"","","","","","","","","","","","","","","","","","","","","","","","","",4.933333333333334
56,18/5/2026, 11.56.18,zNlxTNtfgfJ1xeOpZf8o,Miftahul Hairia, S.Pd., M.Pd,PD3206,Aplikasi Komputer,R0056,"","","","","","","","","","","","","","","","","","","","","","","","","",2.8666666666666667
57,16/5/2026, 13.33.26,zNlxTNtfgfJ1xeOpZf8o,Fajar Ramadhan, S.Pd., M.T,PD3210,Data dan Sistem Informasi,R0057,"","","","","","","","","","","","","","","","","","","","","","","","","",5
58,18/5/2026, 12.01.07,zNlxTNtfgfJ1xeOpZf8o,Ariani Amri, S.Pd., M.Pd.,PD3208,Peralatan Teknik,R0058,"","","","","","","","","","","","","","","","","","","","","","","","","",5
59,19/7/2026, 20.16.58,zYynCm1cPesNcioablpt,Muslim Andi Yusuf, S.H., M.H,WUD2206,Pendidikan Kewarganegaraan,R0059,"4","3","4","3","4","3","4","3","4","3","4","3","4","3","4","3","4","3","4","3","4","3","4","Baguss, ramah, dan sopan","Tidak ada",3.5217391304347827
60,16/5/2026, 11.41.58,zNlxTNtfgfJ1xeOpZf8o,Miftahul Hairia, S.Pd., M.Pd,PD3206,Aplikasi Komputer,R0060,"","","","","","","","","","","","","","","","","","","","","","","","","",4
61,16/5/2026, 11.38.23,zNlxTNtfgfJ1xeOpZf8o,Rahman Syam, S.Pd., M.Si,PD3207,Teknik Pengukuran,R0061,"","","","","","","","","","","","","","","","","","","","","","","","","",4.466666666666667
62,18/5/2026, 12.08.18,zNlxTNtfgfJ1xeOpZf8o,Ariani Amri, S.Pd., M.Pd.,PD3208,Peralatan Teknik,R0062,"","","","","","","","","","","","","","","","","","","","","","","","","",4
63,18/5/2026, 11.53.14,zNlxTNtfgfJ1xeOpZf8o,Muslim Andi Yusuf, S.H., M.H,WUD2206,Pendidikan Kewarganegaraan,R0063,"","","","","","","","","","","","","","","","","","","","","","","","","",3.533333333333333
64,19/7/2026, 20.30.40,zYynCm1cPesNcioablpt,Gunawan Tari, S.T., M.T,PD3209,Menggambar Teknik,R0064,"5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","ramah dan tidak pernah marah","hanya sering terlambat saja",5
65,16/7/2026, 16.03.54,zYynCm1cPesNcioablpt,Rahman Syam, S.Pd., M.Si,PD3207,Teknik Pengukuran,R0065,"4","4","4","4","3","4","3","4","3","4","3","4","3","4","3","4","3","4","3","4","3","4","3","Baik dan ramah","Tdk ada",3.5652173913043477
66,18/5/2026, 12.04.51,zNlxTNtfgfJ1xeOpZf8o,Fajar Ramadhan, S.Pd., M.T,PD3210,Data dan Sistem Informasi,R0066,"","","","","","","","","","","","","","","","","","","","","","","","","",5
67,15/5/2026, 23.31.17,zNlxTNtfgfJ1xeOpZf8o,Muslim Andi Yusuf, S.H., M.H,WUD2206,Pendidikan Kewarganegaraan,R0067,"","","","","","","","","","","","","","","","","","","","","","","","","",4.933333333333334
68,19/7/2026, 20.33.19,zYynCm1cPesNcioablpt,Miftahul Hairia, S.Pd., M.Pd,PD3205,Keselamatan dan Kesehatan Kerja (K3),R0068,"5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Ramah, tidak pernah marah, dan selalu senyum saat mengajar yang membuat mahasiswa jadi lebih senang","Pertahankan hal yang baik jika bisa di kembangkan lagi",5
69,18/5/2026, 12.00.48,zNlxTNtfgfJ1xeOpZf8o,Rahman Syam, S.Pd., M.Si,PD3207,Teknik Pengukuran,R0069,"","","","","","","","","","","","","","","","","","","","","","","","","",5
70,16/7/2026, 08.56.01,zYynCm1cPesNcioablpt,Miftahul Hairia, S.Pd., M.Pd,PD3205,Keselamatan dan Kesehatan Kerja (K3),R0070,"4","3","4","3","4","4","5","4","3","4","4","3","4","3","4","4","4","4","3","3","3","4","3","Baik dalam mengajar mahasiswa nya","TDK ada",3.652173913043478
71,19/7/2026, 20.21.36,zYynCm1cPesNcioablpt,Gunawan Tari, S.T., M.T,PD3206,Aplikasi Komputer,R0071,"5","5","5","4","4","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Tidak pernah marah","semuanya baik hanya terlambat masuk kelas saja",4.913043478260869
72,18/5/2026, 12.04.35,zNlxTNtfgfJ1xeOpZf8o,Miftahul Hairia, S.Pd., M.Pd,PD3209,Menggambar Teknik,R0072,"","","","","","","","","","","","","","","","","","","","","","","","","",5
73,15/5/2026, 23.32.55,zNlxTNtfgfJ1xeOpZf8o,Ariani Amri, S.Pd., M.Pd.,PD3208,Peralatan Teknik,R0073,"","","","","","","","","","","","","","","","","","","","","","","","","",5
74,22/5/2026, 04.30.34,zNlxTNtfgfJ1xeOpZf8o,Fajar Ramadhan, S.Pd., M.T,PD3205,Keselamatan dan Kesehatan Kerja (K3),R0074,"","","","","","","","","","","","","","","","","","","","","","","","","",4.866666666666666
75,16/5/2026, 11.39.45,zNlxTNtfgfJ1xeOpZf8o,Miftahul Hairia, S.Pd., M.Pd,PD3209,Menggambar Teknik,R0075,"","","","","","","","","","","","","","","","","","","","","","","","","",4
76,16/5/2026, 13.38.11,zNlxTNtfgfJ1xeOpZf8o,Miftahul Hairia, S.Pd., M.Pd,PD3206,Aplikasi Komputer,R0076,"","","","","","","","","","","","","","","","","","","","","","","","","",4.933333333333334
77,16/7/2026, 09.02.56,zYynCm1cPesNcioablpt,Fajar Ramadhan, S.Pd., M.T,PD3210,Data dan Sistem Informasi,R0077,"4","4","4","4","4","3","3","4","5","4","3","3","4","5","4","4","3","3","4","4","4","4","3","Baik dalam mengajarkan mahasiswa","TDK ada",3.782608695652174
78,18/5/2026, 11.59.07,zNlxTNtfgfJ1xeOpZf8o,Rahman Syam, S.Pd., M.Si,PD3207,Teknik Pengukuran,R0078,"","","","","","","","","","","","","","","","","","","","","","","","","",3
79,18/5/2026, 11.55.08,zNlxTNtfgfJ1xeOpZf8o,Fajar Ramadhan, S.Pd., M.T,PD3210,Data dan Sistem Informasi,R0079,"","","","","","","","","","","","","","","","","","","","","","","","","",4.666666666666667
80,18/5/2026, 11.58.07,zNlxTNtfgfJ1xeOpZf8o,Miftahul Hairia, S.Pd., M.Pd,PD3206,Aplikasi Komputer,R0080,"","","","","","","","","","","","","","","","","","","","","","","","","",3
81,18/5/2026, 12.01.52,zNlxTNtfgfJ1xeOpZf8o,Fajar Ramadhan, S.Pd., M.T,PD3205,Keselamatan dan Kesehatan Kerja (K3),R0081,"","","","","","","","","","","","","","","","","","","","","","","","","",4.4
82,18/5/2026, 12.02.23,zNlxTNtfgfJ1xeOpZf8o,Rahman Syam, S.Pd., M.Si,PD3207,Teknik Pengukuran,R0082,"","","","","","","","","","","","","","","","","","","","","","","","","",4
83,16/5/2026, 13.15.01,zNlxTNtfgfJ1xeOpZf8o,Miftahul Hairia, S.Pd., M.Pd,PD3206,Aplikasi Komputer,R0083,"","","","","","","","","","","","","","","","","","","","","","","","","",4.066666666666666
84,18/5/2026, 12.01.28,zNlxTNtfgfJ1xeOpZf8o,Miftahul Hairia, S.Pd., M.Pd,PD3206,Aplikasi Komputer,R0084,"","","","","","","","","","","","","","","","","","","","","","","","","",4.2
85,16/5/2026, 11.35.05,zNlxTNtfgfJ1xeOpZf8o,Fajar Ramadhan, S.Pd., M.T,PD3205,Keselamatan dan Kesehatan Kerja (K3),R0085,"","","","","","","","","","","","","","","","","","","","","","","","","",4.666666666666667
86,18/5/2026, 11.54.35,zNlxTNtfgfJ1xeOpZf8o,Fajar Ramadhan, S.Pd., M.T,PD3205,Keselamatan dan Kesehatan Kerja (K3),R0086,"","","","","","","","","","","","","","","","","","","","","","","","","",5
87,18/5/2026, 11.59.29,zNlxTNtfgfJ1xeOpZf8o,Miftahul Hairia, S.Pd., M.Pd,PD3209,Menggambar Teknik,R0087,"","","","","","","","","","","","","","","","","","","","","","","","","",3
88,14/7/2026, 17.00.44,zYynCm1cPesNcioablpt,Gunawan Tari, S.T., M.T,PD3209,Menggambar Teknik,R0088,"4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","baik","tidak ada",4
89,18/5/2026, 11.55.22,zNlxTNtfgfJ1xeOpZf8o,Muslim Andi Yusuf, S.H., M.H,WUD2206,Pendidikan Kewarganegaraan,R0089,"","","","","","","","","","","","","","","","","","","","","","","","","",3.2
90,18/5/2026, 11.53.34,zNlxTNtfgfJ1xeOpZf8o,Muslim Andi Yusuf, S.H., M.H,WUD2206,Pendidikan Kewarganegaraan,R0090,"","","","","","","","","","","","","","","","","","","","","","","","","",3.066666666666667
91,16/5/2026, 13.32.38,zNlxTNtfgfJ1xeOpZf8o,Fajar Ramadhan, S.Pd., M.T,PD3205,Keselamatan dan Kesehatan Kerja (K3),R0091,"","","","","","","","","","","","","","","","","","","","","","","","","",5
92,16/5/2026, 13.29.33,zNlxTNtfgfJ1xeOpZf8o,Muslim Andi Yusuf, S.H., M.H,WUD2206,Pendidikan Kewarganegaraan,R0092,"","","","","","","","","","","","","","","","","","","","","","","","","",4.133333333333334
93,22/5/2026, 10.54.53,zNlxTNtfgfJ1xeOpZf8o,Ariani Amri, S.Pd., M.Pd.,WP2021,Praktik Dunia Kerja 1,R0093,"","","","","","","","","","","","","","","","","","","","","","","","","",4.4
94,18/5/2026, 11.57.37,zNlxTNtfgfJ1xeOpZf8o,Muslim Andi Yusuf, S.H., M.H,WUD2206,Pendidikan Kewarganegaraan,R0094,"","","","","","","","","","","","","","","","","","","","","","","","","",3.8
95,18/5/2026, 11.57.42,zNlxTNtfgfJ1xeOpZf8o,Miftahul Hairia, S.Pd., M.Pd,PD3206,Aplikasi Komputer,R0095,"","","","","","","","","","","","","","","","","","","","","","","","","",3.4
96,18/5/2026, 11.54.08,zNlxTNtfgfJ1xeOpZf8o,Fajar Ramadhan, S.Pd., M.T,PD3210,Data dan Sistem Informasi,R0096,"","","","","","","","","","","","","","","","","","","","","","","","","",5
97,16/5/2026, 13.20.45,zNlxTNtfgfJ1xeOpZf8o,Rahman Syam, S.Pd., M.Si,PD3207,Teknik Pengukuran,R0097,"","","","","","","","","","","","","","","","","","","","","","","","","",4.533333333333333
98,18/5/2026, 11.52.50,zNlxTNtfgfJ1xeOpZf8o,Miftahul Hairia, S.Pd., M.Pd,PD3209,Menggambar Teknik,R0098,"","","","","","","","","","","","","","","","","","","","","","","","","",3.8
99,16/5/2026, 12.18.58,zNlxTNtfgfJ1xeOpZf8o,Miftahul Hairia, S.Pd., M.Pd,PD3209,Menggambar Teknik,R0099,"","","","","","","","","","","","","","","","","","","","","","","","","",4.133333333333334
100,18/5/2026, 11.59.48,zNlxTNtfgfJ1xeOpZf8o,Miftahul Hairia, S.Pd., M.Pd,PD3209,Menggambar Teknik,R0100,"","","","","","","","","","","","","","","","","","","","","","","","","",3.7333333333333334
101,18/5/2026, 12.08.39,zNlxTNtfgfJ1xeOpZf8o,Ariani Amri, S.Pd., M.Pd.,PD3208,Peralatan Teknik,R0101,"","","","","","","","","","","","","","","","","","","","","","","","","",4.666666666666667
102,16/5/2026, 13.32.02,zNlxTNtfgfJ1xeOpZf8o,Fajar Ramadhan, S.Pd., M.T,PD3205,Keselamatan dan Kesehatan Kerja (K3),R0102,"","","","","","","","","","","","","","","","","","","","","","","","","",5
103,18/5/2026, 12.01.35,zNlxTNtfgfJ1xeOpZf8o,Fajar Ramadhan, S.Pd., M.T,PD3205,Keselamatan dan Kesehatan Kerja (K3),R0103,"","","","","","","","","","","","","","","","","","","","","","","","","",5
104,16/7/2026, 15.19.11,zYynCm1cPesNcioablpt,Ariani Amri, S.Pd., M.Pd.,PD3208,Peralatan Teknik,R0104,"4","3","3","3","4","3","4","3","3","4","3","3","3","3","3","3","4","3","3","3","4","4","3","Baik dalam mengajar","TDK ada",3.3043478260869565
105,18/5/2026, 12.03.48,zNlxTNtfgfJ1xeOpZf8o,Rahman Syam, S.Pd., M.Si,PD3207,Teknik Pengukuran,R0105,"","","","","","","","","","","","","","","","","","","","","","","","","",4.733333333333333
